lambda,seed,method,model,val_mse,val_directional_gain,deploy_mse,volatility,initial_risk,terminal_risk,mean_gain,mean_hazard,max_hazard,subspace,source
0.08,8,dtr,dtr,0.7092100977897644,0.007451752855859954,0.48423057794570923,0.09509486328194208,0.5376154780387878,0.12444234639406204,0.07400775938294828,0.16691696006875995,0.6575237469547098,sensor_target_orth_k2,subspace_ablation
0.08,9,dtr,dtr,0.44701775908470154,0.007964350848362363,0.3970635235309601,0.06505414684732427,0.3617393970489502,0.13025718927383423,0.07026612462941557,0.16963295000765816,0.6629494912509496,sensor_target_orth_k2,subspace_ablation
0.0,0,standard,standard,0.576192319393158,0.1168078323890423,0.4578133225440979,0.08978220097967829,0.4284462034702301,0.15107622742652893,0.08612318128580228,0.1926075782898522,0.8977176161331512,sensor_target_orth_k2,subspace_ablation
0.0,1,standard,standard,0.5339024662971497,0.05658785351391497,0.4437616765499115,0.08649754307718685,0.3633093535900116,0.17603157460689545,0.08767702484037727,0.21203363552132476,0.7907218189751611,sensor_target_orth_k2,subspace_ablation
0.0,2,standard,standard,0.5773881673812866,0.037946890551468423,0.5285694599151611,0.10246372028891153,0.46604079008102417,0.17984828352928162,0.08561341818422079,0.19299958318535404,0.7848976348693673,sensor_target_orth_k2,subspace_ablation
0.0,3,standard,standard,0.5038521885871887,0.02775564275938889,0.47765278816223145,0.08124698457713067,0.3648114502429962,0.14974942803382874,0.07398082152940333,0.18254650321786087,0.6974579533871162,sensor_target_orth_k2,subspace_ablation
0.0,4,standard,standard,0.42038848996162415,0.022838450300282444,0.3967437148094177,0.062259327435847125,0.29537326097488403,0.15059009194374084,0.07047706849407405,0.16766466225241103,0.7042569870277824,sensor_target_orth_k2,subspace_ablation
0.0,5,standard,standard,0.5110085010528564,0.037744958647366225,0.4098236560821533,0.05159957392145803,0.3448408842086792,0.15880370140075684,0.06871336433105171,0.17628226476196238,0.7731838906309302,sensor_target_orth_k2,subspace_ablation
0.0,6,standard,standard,0.6695612668991089,0.0646519295100508,0.5947054624557495,0.10635126380949697,0.49238067865371704,0.2506366968154907,0.09089135467074812,0.20649662264369634,0.7599386958657647,sensor_target_orth_k2,subspace_ablation
0.0,7,standard,standard,0.4026200473308563,0.06432917200285813,0.38039344549179077,0.04421155169237126,0.2742616534233093,0.1665870100259781,0.07861695608589798,0.20045095383724698,0.8470168811026607,sensor_target_orth_k2,subspace_ablation
0.0,8,standard,standard,0.5816845893859863,0.0187495285067065,0.42704254388809204,0.05600211938302504,0.42732974886894226,0.13034212589263916,0.07436683275736869,0.17501667214841127,0.7978522852910875,sensor_target_orth_k2,subspace_ablation
0.0,9,standard,standard,0.4091055989265442,0.03024728955893681,0.3779805898666382,0.0507212284984188,0.3001631498336792,0.13950321078300476,0.07460477172862738,0.18175412147450187,0.746667945151965,sensor_target_orth_k2,subspace_ablation
