basis,dataset,deploy_mse,initial_risk,lambda,max_hazard,mean_gain,mean_hazard,method,seed,terminal_risk,val_directional_gain,val_mse,volatility
oracle_deployment,Air Quality,0.4338773488998413,0.4772331416606903,0.03,0.7835855223937199,0.0804295941023156,0.1797645747023004,dtr,0,0.1330777704715728,0.0600644547363807,0.6792458295822144,0.0934107749994734
oracle_deployment,Air Quality,0.4135222136974334,0.4115345180034637,0.03,0.7965654538421533,0.0803917932789772,0.1901642889586155,dtr,1,0.1461876779794693,0.0228536042673834,0.5858596563339233,0.0735964704486199
oracle_deployment,Air Quality,0.512363612651825,0.5311627388000488,0.03,0.7184243454115951,0.0841707431944087,0.1901699342484797,dtr,2,0.1529515981674194,0.0163655601698776,0.657225489616394,0.1137746728414108
oracle_deployment,Air Quality,0.4294426441192627,0.3855694830417633,0.03,0.7343373403948402,0.0727101331111043,0.1819184436902831,dtr,3,0.1394154876470565,0.0174723444313838,0.5399757027626038,0.0758794903328582
oracle_deployment,Air Quality,0.4251992702484131,0.2992408573627472,0.03,0.8931063731307631,0.0772135626990348,0.1945286819800135,dtr,4,0.155125543475151,0.0154556299078053,0.4272697269916534,0.0695928413782707
oracle_deployment,Air Quality,0.385306566953659,0.3490637838840484,0.03,0.7767116935483532,0.0661191314691677,0.1604346109052006,dtr,5,0.1872079223394394,0.0147047611146137,0.518633246421814,0.0508777560283597
oracle_deployment,Air Quality,0.4870560467243194,0.4503687620162964,0.03,0.7256790217455051,0.0853630032157525,0.1974994208678046,dtr,6,0.159797191619873,0.0231386349118989,0.6389471888542175,0.0786963524272827
oracle_deployment,Air Quality,0.363894909620285,0.2955460548400879,0.03,0.7758279523568704,0.0758215548237785,0.1831420279169442,dtr,7,0.1615985184907913,0.0447493142095105,0.4332997500896454,0.0441559647874624
oracle_deployment,Air Quality,0.4438011944293976,0.471623420715332,0.03,0.7373943818153835,0.075605896837078,0.1759740153384328,dtr,8,0.1255492866039276,0.0113645574142192,0.6516716480255127,0.071701976722745
oracle_deployment,Air Quality,0.3738673031330108,0.3338034152984619,0.03,0.6879026595564735,0.0734381057322025,0.1782396499528794,dtr,9,0.1313769817352295,0.0134480858671254,0.4430132508277893,0.0522683977963188
